"kldb_tool_mit_anfniveau","isco_tool_mit_anfniveau","kldb_tool_vorlaufig","isco_tool_vorlaufig","kldb_infas_num","isco_infas_num","kldb_infas_str","isco_infas_str","res1_kldb","res2_kldb","res3_kldb","res1_isco","res2_isco","res3_isco","kldb_tool_1st","res1_kldb_1st","res2_kldb_1st","isco_tool_1st","res1_isco_1st","res2_isco_1st","item_id"
"72132","3321","72132","3321",72194,1346,"[72194] Fuehrung-Versicherung-,Finanzdienstleist.","[1346] Führungskräfte auf Filialebene in der Erbringung von Finanz- und Versicherungsdienstleistungen","72134, 72194","72194",72194,"1346","1346",NA,7,7,7,3,1,1,1200
"NA","NA","NA","NA",71402,4110,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[4110] Allgemeine Bürokräfte","71402","71402",NA,"4110","4110",NA,NA,7,7,NA,4,4,1201
"43414","2512","43414","2512",43414,2512,"[43414] Softwareentwicklung - Experte","[2512] Softwareentwickler","43414","43414",NA,"2512","2512",NA,4,4,4,2,2,2,1202
"NA","NA","NA","NA",72112,4211,"[72112] Bankkaufleute - Fachkraft","[4211] Bank- und andere Schalterbedienstete","72112","72112",NA,"4211","4211",NA,NA,7,7,NA,4,4,1203
"81302","3221","81313","3221",81302,3221,"[81302] Gesundheits-,Krankenpflege(oS)-Fachkraft","[3221] Nicht akademische Krankenpflegefachkräfte","81302","81302",NA,"3221","3221",NA,8,8,8,3,3,3,1204
"71403","3343","71403","3343",71402,4110,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[4110] Allgemeine Bürokräfte","71402","71402",NA,"4110","4110",NA,7,7,7,3,4,4,1205
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","83131","5321",83133,2635,"[83133] Heilerziehungspfl.,Sonderpaed.-Spezialist","[2635] Sozialarbeiter","83112","83112",NA,"2342","2342, 2352",2352,NA,8,8,NA,2,2,1206
"NA","NA","NA","NA",71452,4226,"[71452] Auskunft, Kundeninformation - Fachkraft","[4226] Empfangskräfte (allgemein)","63222","71402",71452,"4226","4226",NA,NA,6,7,NA,4,4,1207
"62102","5223","62102","5223",62412,5221,"[62412] Verkauf drog.apotheken.Waren-Fachkraft","[5221] Leiter eines Einzelhandelsgeschäftes","62412","62412",NA,"5223","5221",5221,6,6,6,5,5,5,1208
"NA","NA","NA","NA",22343,3119,"[22343] Holz-, Moebel-, Innenausbau - Spezialist","[3119] Material- und ingenieurtechnische Fachkräfte, anderweitig nicht genannt","22343","22343",NA,"3119","3119",NA,NA,2,2,NA,3,3,1209
"34102","5153","34102","5153",34102,5153,"[34102] Gebaeudetechnik (o.S.) - Fachkraft","[5153] Hauswarte","34102","34102",NA,"5153","5153",NA,3,3,3,5,5,5,1210
"51622","4323","51622","4323",51622,4323,"[51622] Speditions-,Logistikkaufleute-Fachkraft","[4323] Bürokräfte in der Transportwirtschaft und verwandte Berufe","51622","51622",NA,"4323","4323",NA,5,5,5,4,4,4,1211
"NA","NA","NA","NA",54101,9112,"[54101] Reinigung (o.S.) - Helfer","[9112] Reinigungspersonal und Hilfskräfte in Büros, Hotels und anderen Einrichtungen","54101","54101",NA,"7224","9112",9112,NA,5,5,NA,7,9,1212
"34212","7126","34293","3123",34342,7233,"[34342] Anlagen-,Behaelter-,Apparatebau-Fachkraft","[7233] Landmaschinen- und Industriemaschinenmechaniker und -schlosser","34342","34342",NA,"7233","7233",NA,3,3,3,7,7,7,1213
"32104","2142","32104","2142",26234,2151,"[26234] Energie-, Kraftwerkstechnik - Experte","[2151] Ingenieure im Bereich Elektrotechnik","26234","26234",NA,"2151","2144, 2151",2144,3,2,2,2,2,2,1214
"32104","2142","32104","2142",34104,2142,"[34104] Gebaeudetechnik (o.S.) - Experte","[2142] Bauingenieure","34103","34104",34104,"2142","2142",NA,3,3,3,2,2,2,1215
"NA","NA","NA","NA",61122,4311,"[61122] Vertrieb (ausser IKT) - Fachkraft","[4311] Bürokräfte im Rechnungswesen und in der Buchhaltung","62102","62102",NA,"4311, 3322","5223",5223,NA,6,6,NA,4,5,1216
"54101","9112","54101","9112",54101,9112,"[54101] Reinigung (o.S.) - Helfer","[9112] Reinigungspersonal und Hilfskräfte in Büros, Hotels und anderen Einrichtungen","54101","54101",NA,"9112","9112",NA,5,5,5,9,9,9,1217
"11102","6111","11102","6111",11102,6130,"[11102] Landwirtschaft (o.S.) - Fachkraft","[6130] Landwirte mit Ackerbau und Tierhaltung (ohne ausgeprägten Schwerpunkt)","11102","11102",NA,"6130","6130",NA,1,1,1,6,6,6,1218
"51312","4321","51312","4321",51311,9333,"[51311] Lagerwirtschaft - Helfer","[9333] Frachtarbeiter und verwandte Berufe","51311","51311",NA,"4321, 9333","9333",9333,5,5,5,4,4,9,1219
"72133","3321","72132","3321",72132,4312,"[72132] Versicherungskaufleute - Fachkraft","[4312] Bürokräfte in der Statistik, im Finanz- und Versicherungswesen","72132","72132",NA,"4312","4312",NA,7,7,7,3,4,4,1220
"71493","3341","71493","3341",43294,1330,"[43294] Fuehrung-IT-System,-Anwendung,-Vertrieb","[1330] Führungskräfte in der Erbringung von Dienstleistungen im Bereich Informations- und Kommunikationstechnologie","26312","26393, 26312",43223,"3341","3341",NA,7,2,2,3,3,3,1221
"71401","4223","71401","4223",71401,4223,"[71401] Buero-, Sekretariatskraefte(o.S.) - Helfer","[4223] Telefonisten","71401","71401",NA,"4223","4223",NA,7,7,7,4,4,4,1222
"NA","NA","NA","NA",25212,7231,"[25212] Kraftfahrzeugtechnik - Fachkraft","[7231] Kraftfahrzeugmechaniker und -schlosser","25212","25212",NA,"7231","7231",NA,NA,2,2,NA,7,7,1223
"NA","NA","NA","NA",81302,3221,"[81302] Gesundheits-,Krankenpflege(oS)-Fachkraft","[3221] Nicht akademische Krankenpflegefachkräfte","81302","81302",NA,"3221","3221",NA,NA,8,8,NA,3,3,1224
"54101","9111","54101","9111",12101,9214,"[12101] Gartenbau (o.S.) - Helfer","[9214] Hilfsarbeiter im Gartenbau","12101","12101",NA,"9214","4419",9214,5,1,1,9,9,4,1225
"71402","4110","71402","4110",71402,4120,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[4120] Sekretariatskräfte (allgemein)","71402","71402",NA,"3343, 4120","4120",4120,7,7,7,4,3,4,1226
"81323","3221","81323","3221",81302,3221,"[81302] Gesundheits-,Krankenpflege(oS)-Fachkraft","[3221] Nicht akademische Krankenpflegefachkräfte","81302","81302",NA,"3221","3221",NA,8,8,8,3,3,3,1227
"NA","NA","NA","NA",84414,2354,"[84414] Musikpaedagogik - Experte","[2354] Sonstige Musiklehrer","84414","84414",NA,"2354","2354",NA,NA,8,8,NA,2,2,1228
"81404","2211","81404","2211",81464,2212,"[81464] Fachaerzte Psychiatr.,Psychother.-Experte","[2212] Fachärzte","81464","81464",NA,"2212","2212",NA,8,8,8,2,2,2,1229
"22342","7522","22342","7522",22393,7522,"[22393] Aufsicht - Holzbe-, -verarbeitung","[7522] Möbeltischler und verwandte Berufe","22342","22393",22393,"7522","7522",NA,2,2,2,7,7,7,1230
"NA","NA","NA","NA",84412,2354,"[84412] Musikpaedagogik - Fachkraft","[2354] Sonstige Musiklehrer","84412","84412",NA,"2354","2354",NA,NA,8,8,NA,2,2,1231
"41322","3111","41322","3111",41322,3000,"[41322] Chemisch-techn. Laboratorium - Fachkraft","[3000] Techniker und gleichrangige nichttechnische Berufe","41322","41322",NA,"3000","3000",NA,4,4,4,3,3,3,1232
"NA","NA","NA","NA",53213,5412,"[53213] Polizeivollzugsdienst - Spezialist","[5412] Polizisten (ohne Polizeikommissare)","53213","53213",NA,"5412","5412",NA,NA,5,5,NA,5,5,1233
"25194","1321","25194","1321",25194,1321,"[25194] Fuehrung - Maschinenbau-, Betriebstechnik","[1321] Führungskräfte in der Produktion bei der Herstellung von Waren","61194","25194",25194,"1321, 3122","2141",2141,2,6,2,1,1,2,1234
"NA","NA","NA","NA",1104,110,"[1104] Offiziere","[110] Offiziere in regulären Streitkräften","1104","1104",NA,"110","110",NA,NA,1,1,NA,1,1,1235
"NA","NA","NA","NA",71324,2421,"[71324] Unternehmensberatung - Experte","[2421] Akademische und vergleichbare Fachkräfte im Bereich Management- und Organisationsanalyse","71324","71324",NA,"2421","2430",2421,NA,7,7,NA,2,2,1236
"73322","4411","73322","4411",73324,2622,"[73324] Bibliothekswesen - Experte","[2622] Bibliothekswissenschaftler und verwandte Informationswissenschaftler","73324","73324",NA,"2622","2622",NA,7,7,7,4,2,2,1237
"23412","7322","23411","9329",23412,7322,"[23412] Drucktechnik - Fachkraft","[7322] Drucker","23411","23412",23411,"7322","7322",NA,2,2,2,7,7,7,1238
"31114","2161","31114","2161",31114,2161,"[31114] Architektur - Experte","[2161] Architekten","31114","31114",NA,"2161","2161",NA,3,3,3,2,2,2,1239
"71402","4110","71402","4110",71402,4110,"[71402] Buero-,Sekretariatskraefte(o.S.)-Fachkraft","[4110] Allgemeine Bürokräfte","71402","71402",NA,"4110","4110",NA,7,7,7,4,4,4,1240
"84194","1345","84194","1345",84194,1345,"[84194] Fuehrung - Allgemeinbildende Schulen","[1345] Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens","84194","84194",NA,"1345","1345",NA,8,8,8,1,1,1,1241
"63312","5246","63312","5246",63394,1412,"[63394] Fuehrung - Gastronomie","[1412] Führungskräfte in Restaurants","63394","63394",NA,"1412","5120",1412,6,6,6,5,1,5,1242
"NA","NA","NA","NA",9,9,"[9] Keine Angabe","[9] keine Angabe","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,1243
"51312","4321","51312","4321",51311,9333,"[51311] Lagerwirtschaft - Helfer","[9333] Frachtarbeiter und verwandte Berufe","51311","51311",NA,"9333","9333",NA,5,5,5,4,9,9,1244
"34102","5153","34102","5153",34102,5153,"[34102] Gebaeudetechnik (o.S.) - Fachkraft","[5153] Hauswarte","34102","34102",NA,"5153","5153",NA,3,3,3,5,5,5,1245
"NA","NA","NA","NA",82243,3257,"[82243] Qualitaetsbeauft.Gesundheitsw.-Spezialist","[3257] Nicht akademische Kontrolleure und Beauftragte in den Bereichen Umwelt- und Arbeitsmedizin sowie verwandte Berufe","82243","82243",NA,"3257","3257",NA,NA,8,8,NA,3,3,1246
"83112","2342","83112","2342",83112,2342,"[83112] Kinderbetreuung, -erziehung - Fachkraft","[2342] Lehrkräfte und Erzieher im Vorschulbereich","83112","83112",NA,"2342","2342",NA,8,8,8,2,2,2,1247
"72212","4311","72212","4311",72213,3313,"[72213] Buchhaltung - Spezialist","[3313] Nicht akademische Fachkräfte im Rechnungswesen","72213","72213",NA,"3313","3313",NA,7,7,7,4,3,3,1248
"31194","1323","31194","1323",71104,1120,"[71104] Geschaeftsfuehrer und Vorstaende - Experte","[1120] Geschäftsführer und Vorstände","71104","71104",NA,"1120","1120",NA,3,7,7,1,1,1,1249
"93104","2163","93102","2163",93104,2163,"[93104] Produkt-, Industriedesign - Experte","[2163] Produkt- und Textildesigner","93104","93104",NA,"2163","2144",2144,9,9,9,2,2,2,1250
"72112","4211","72112","4211",72112,4312,"[72112] Bankkaufleute - Fachkraft","[4312] Bürokräfte in der Statistik, im Finanz- und Versicherungswesen","72112","72112",NA,"4211, 4312","4312",4312,7,7,7,4,4,4,1251
"31193","3123","31193","3123",31194,1323,"[31194] Fuehrung-Bauplan.,-ueberwach., Architektur","[1323] Führungskräfte in der Produktion im Bau","31194","31194",NA,"1323, 3123","1323",1323,3,3,3,3,1,1,1252
"84194","1345","84194","1345",84194,1345,"[84194] Fuehrung - Allgemeinbildende Schulen","[1345] Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens","84194","84194",NA,"1345","1345",NA,8,8,8,1,1,1,1253
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","73202","3354",73293,3341,"[73293] Aufsicht - Verwaltung","[3341] Sekretariatsleiter","73204","71493",73293,"3341, 1112","3341",3341,NA,7,7,NA,3,3,1254
"NA","NA","NA","NA",31174,2411,"[31174] Bauabrechnung, -kalkulation - Experte","[2411] Wirtschaftsprüfer, Steuerberater und verwandte Berufe","31173","32104, 31173",31173,"2142","2142",NA,NA,3,3,NA,2,2,1255
"62312","5223","62312","5223",62312,5223,"[62312] Verkauf Back-,Konditoreiwaren-Fachkraft","[5223] Verkäufer und Verkaufshilfskräfte in Handelsgeschäften","62312","62312",NA,"5223","5223",NA,6,6,6,5,5,5,1256
"73204","2422","73204","2422",73294,1112,"[73294] Fuehrung - Verwaltung","[1112] Leitende Verwaltungsbedienstete","73293","71394",71394,"1213, 1219","1213",1213,7,7,7,2,1,1,1257
"NA","NA","NA","NA",51312,4321,"[51312] Lagerwirtschaft - Fachkraft","[4321] Fachkräfte in der Lagerwirtschaft","51312","51312",NA,"9333","4321",4321,NA,5,5,NA,9,4,1258
"72113","3312","72113","3312",72112,4211,"[72112] Bankkaufleute - Fachkraft","[4211] Bank- und andere Schalterbedienstete","72112","72112",NA,"4211","4211",NA,7,7,7,3,4,4,1259
"NA","NA","NA","NA",81404,2211,"[81404] Aerzte/Aerztinnen (o.S.) - Experte","[2211] Allgemeinärzte","81404","81404",NA,"2211","2211",NA,NA,8,8,NA,2,2,1260
"32204","2142","32204","2142",72223,2411,"[72223] Kostenrechnung, Kalkulation - Spezialist","[2411] Wirtschaftsprüfer, Steuerberater und verwandte Berufe","91404","71383, 91404",72223,"3313, 2411","2411",2411,3,9,7,2,3,2,1261
"31102","3112","32103","3112",27212,3118,"[27212] Technische Zeichner/innen - Fachkraft","[3118] Technische Zeichner","","",NA,"","",NA,3,NA,NA,3,NA,NA,1262
"81634","2634","81634","2634",81634,2634,"[81634] Nicht aerztliche Psychotherapie - Experte","[2634] Psychologen","81634","81634",NA,"2634","2634",NA,8,8,8,2,2,2,1263
"NA","NA","NA","NA",25293,3122,"[25293] Aufsicht-FahrzeugLuftRaumf.Schiffbautech","[3122] Produktionsleiter bei der Herstellung von Waren","25223","25223",NA,"3122","3122",NA,NA,2,2,NA,3,3,1264
"NA","NA","NA","NA",83193,1341,"[83193] Aufsicht-Erziehung,Sozialarbeit,Heilerz.","[1341] Führungskräfte in der Erbringung von Dienstleistungen der Kinderbetreuung","83193","83193",NA,"1341","1341",NA,NA,8,8,NA,1,1,1265
"NA","NA","NA","NA",51522,8312,"[51522] Ueberwach.Eisenbahnverkehrsbetr-Fachkraft","[8312] Bediener von Sicherungs-, Signal- und Leittechnik im Schienennetzbetrieb","51522","51522",NA,"8312","8312",NA,NA,5,5,NA,8,8,1266
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","71302","4110",71314,2421,"[71314] Unternehmensorganisation,planung-Experte","[2421] Akademische und vergleichbare Fachkräfte im Bereich Management- und Organisationsanalyse","71314","71314",NA,"2421","2421",NA,NA,7,7,NA,2,2,1267
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","27223","3119",27212,3118,"[27212] Technische Zeichner/innen - Fachkraft","[3118] Technische Zeichner","27212","27212",NA,"3118","3118",NA,NA,2,2,NA,3,3,1268
"71403","3343","71403","3343",71401,4110,"[71401] Buero-, Sekretariatskraefte(o.S.) - Helfer","[4110] Allgemeine Bürokräfte","71402, 5","71402",71401,"4120","4110",4120,7,7,7,3,4,4,1269
"NA","NA","NA","NA",62194,1120,"[62194] Fuehrung - Verkauf","[1120] Geschäftsführer und Vorstände","83212","62103",62194,"1340","5151",1340,NA,8,6,NA,1,5,1270
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","43412","2514",43423,2514,"[43423] Programmierung - Spezialist","[2514] Anwendungsprogrammierer","43423","43423",NA,"2514","2514",NA,NA,4,4,NA,2,2,1271
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","83142","5322",83211,9111,"[83211] Hauswirtschaft - Helfer","[9111] Reinigungspersonal und Hilfskräfte in Privathaushalten","83142","83142",NA,"5320","5322",5320,NA,8,8,NA,5,5,1272
"84304","2310","84304","2310",41294,1223,"[41294] Fuehrung - Biologie","[1223] Führungskräfte in Forschung und Entwicklung","41294","41294",NA,"2131","2310",2131,8,4,4,2,2,2,1273
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,1274
"NA","NA","NA","NA",9,9,"[9] Keine Angabe","[9] keine Angabe","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,1275
"NA","NA","NA","NA",27303,2141,"[27303] Tech.Produktionspl.,steuerung-Spezialist","[2141] Wirtschafts- und Produktionsingenieure","27103","27303",27303,"3119, 2141","2141",2141,NA,2,2,NA,3,2,1276
"NA","NA","NA","NA",71104,1120,"[71104] Geschaeftsfuehrer und Vorstaende - Experte","[1120] Geschäftsführer und Vorstände","71104","71104",NA,"1120","1120",NA,NA,7,7,NA,1,1,1277
"29322","5120","29322","5120",29301,9412,"[29301] Koeche/Koechinnen (o.S.) - Helfer","[9412] Küchenhilfen","29301","29301",NA,"9412","9412",NA,2,2,2,5,9,9,1278
"73222","3344","73222","3344",73222,3344,"[73222] Verw. Sozial-,Gesundheitswes. -Fachkraft","[3344] Sekretariatsfachkräfte im Gesundheitswesen","73222","73222",NA,"4120","3344",3344,7,7,7,3,4,3,1279
"72212","4311","72212","4311",72212,4311,"[72212] Buchhaltung - Fachkraft","[4311] Bürokräfte im Rechnungswesen und in der Buchhaltung","72213","72212",72212,"4311, 4313","4110",4110,7,7,7,4,4,4,1280
"84124","2330","84124","2330",84124,2330,"[84124] Lehrkraefte in d. Sekundarstufe - Experte","[2330] Lehrkräfte im Sekundarbereich","84124","84124",NA,"2300, 2330","2330",2330,8,8,8,2,2,2,1281
"33112","7122","33112","7122",33112,7122,"[33112] Fliesen-Platten-,Mosaikverleg.-Fachkraft","[7122] Boden- und Fliesenleger","33112","33112",NA,"7122","7122",NA,3,3,3,7,7,7,1282
"NA","NA","NA","NA",72213,3313,"[72213] Buchhaltung - Spezialist","[3313] Nicht akademische Fachkräfte im Rechnungswesen","72213","72213",NA,"3313","3313",NA,NA,7,7,NA,3,3,1283
"84194","1345","84194","1345",84194,1345,"[84194] Fuehrung - Allgemeinbildende Schulen","[1345] Führungskräfte in der Erbringung von Dienstleistungen des Bildungswesens","84194","84194",NA,"1345","1345",NA,8,8,8,1,1,1,1284
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","71302","4322",27194,1223,"[27194] Fuehrung - Techn. Forschung, Entwicklung","[1223] Führungskräfte in Forschung und Entwicklung","71394","71394",NA,"1213, 1219","1213",2421,NA,7,7,NA,1,1,1285
"72212","4313","72212","4313",72213,4311,"[72213] Buchhaltung - Spezialist","[4311] Bürokräfte im Rechnungswesen und in der Buchhaltung","72213","72213",NA,"4311","4311",NA,7,7,7,4,4,4,1286
"NA","NA","NA","NA",83112,2341,"[83112] Kinderbetreuung, -erziehung - Fachkraft","[2341] Lehrkräfte im Primarbereich","83112","83112",NA,"2342","2341",2341,NA,8,8,NA,2,2,1287
"Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","Code liegt für gewähltes AnfNiveau nicht vor / manuell prüfen","26313","3522",26393,3122,"[26393] Aufsicht - Elektrotechnik","[3122] Produktionsleiter bei der Herstellung von Waren","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,1288
"NA","NA","NA","NA",73154,2612,"[73154] Richter/innen - Experte","[2612] Richter","73154","73154",NA,"2612","2612",NA,NA,7,7,NA,2,2,1289
"22332","7523","22332","7523",22342,7522,"[22342] Holz-, Moebel-, Innenausbau - Fachkraft","[7522] Möbeltischler und verwandte Berufe","22342","22342",NA,"7522","7522",NA,2,2,2,7,7,7,1290
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,1291
NA,NA,NA,NA,NA,NA,NA,NA,"","",NA,"","",NA,NA,NA,NA,NA,NA,NA,1292
"NA","NA","NA","NA",27104,2149,"[27104] Techn.Forschung,Entwickl.(oS)-Experte","[2149] Ingenieure, anderweitig nicht genannt","27104","27104",NA,"2149, 2163","2150",2149,NA,2,2,NA,2,2,1293
"82542","3214","82542","3214",82542,3214,"[82542] Zahntechnik - Fachkraft","[3214] Medizinische und zahnmedizinische Prothetiktechniker","82542","82542",NA,"3214","3214",NA,8,8,8,3,3,3,1294
"NA","NA","NA","NA",71452,4226,"[71452] Auskunft, Kundeninformation - Fachkraft","[4226] Empfangskräfte (allgemein)","71402","71402",NA,"4226","3412, 4226",4226,NA,7,7,NA,4,3,1295
"84504","3422","84504","3422",84503,3422,"[84503] Sportlehrer/innen (o.S.) - Spezialist","[3422] Sportlehrer, Sporttrainer und Sportfunktionäre","84503","84503",NA,"3422","3422",NA,8,8,8,3,3,3,1296
"71402","4120","71402","4120",61203,1420,"[61203] Kaufleute im Handel (o.S.) - Spezialist","[1420] Führungskräfte in Groß- und Einzelhandel","61204","61203",61203,"1420","1420",NA,7,6,6,4,1,1,1297
"83112","2342","83112","2342",83112,2342,"[83112] Kinderbetreuung, -erziehung - Fachkraft","[2342] Lehrkräfte und Erzieher im Vorschulbereich","83112","83112",NA,"2342","2342",NA,8,8,8,2,2,2,1298
"NA","NA","NA","NA",61133,3324,"[61133] Handelsmakler,Auktionatoren - Spezialist","[3324] Handelsmakler","61133","61133",NA,"3324","3300",3324,NA,6,6,NA,3,3,1299
"22102","8141","22102","8141",22112,7231,"[22112] Reifen-, Vulkanisationstechnik-Fachkraft","[7231] Kraftfahrzeugmechaniker und -schlosser","22112","22112",NA,"7231","7231",NA,2,2,2,8,7,7,1300
"24412","7214","24412","7214",24201,8120,"[24201] Metallbearbeitung (o.S.) - Helfer","[8120] Bediener von Anlagen in der Metallerzeugung, -umformung und -veredlung","24201","24201",NA,"8120","8120",NA,2,2,2,7,8,8,1301
"NA","NA","NA","NA",9,9,"[9] Keine Angabe","[9] keine Angabe","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,1302
"27212","3118","27212","3118",27212,3118,"[27212] Technische Zeichner/innen - Fachkraft","[3118] Technische Zeichner","27212","27212",NA,"3118","3118",NA,2,2,2,3,3,3,1303
"71314","2421","71314","2421",71304,2421,"[71304] Kaufm.,tech.Betriebswirtsch.(oS)-Experte","[2421] Akademische und vergleichbare Fachkräfte im Bereich Management- und Organisationsanalyse","71304","71304",NA,"2421","2421",NA,7,7,7,2,2,2,1304
